"entity_cd","entity_name","year","subgroup_name","assessment_name","percent_proficient_2019"
"000009000000","CLINTON County",2021,"In Foster Care","MATH7",NULL
"000009000000","CLINTON County",2018,"In Foster Care","MATH8",NULL
"000009000000","CLINTON County",2021,"In Foster Care","MATH8",NULL
"000009000000","CLINTON County",2019,"In Foster Care","MATH8",NULL
"000009000000","CLINTON County",2021,"In Foster Care","MATH8",NULL
"000009000000","CLINTON County",2022,"In Foster Care","MATH8",NULL
"000009000000","CLINTON County",2022,"Male","MATH3",41.6
"000009000000","CLINTON County",2021,"Male","MATH3",47.0
"000009000000","CLINTON County",2018,"Male","MATH3",50.3
"000009000000","CLINTON County",2019,"Male","MATH3",44.6
"000009000000","CLINTON County",2021,"Male","MATH3",47.0
"000009000000","CLINTON County",2018,"Male","MATH4",43.9
"000009000000","CLINTON County",2021,"Male","MATH4",33.7
"000009000000","CLINTON County",2019,"Male","MATH4",46.2
"000009000000","CLINTON County",2022,"Male","MATH4",37.7
"000009000000","CLINTON County",2021,"Male","MATH4",33.7
"000009000000","CLINTON County",2021,"Male","MATH5",34.7
"000009000000","CLINTON County",2022,"Male","MATH5",34.7
"000009000000","CLINTON County",2018,"Male","MATH5",36.7
"000009000000","CLINTON County",2021,"Male","MATH5",34.7
"000009000000","CLINTON County",2019,"Male","MATH5",39.4
"000009000000","CLINTON County",2021,"Male","MATH6",36.4
"000009000000","CLINTON County",2018,"Male","MATH6",46.7
"000009000000","CLINTON County",2019,"Male","MATH6",46.8
"000009000000","CLINTON County",2021,"Male","MATH6",36.4
"000009000000","CLINTON County",2022,"Male","MATH6",34.5
"000009000000","CLINTON County",2022,"Male","MATH7",29.1
"000009000000","CLINTON County",2021,"Male","MATH7",32.6
"000009000000","CLINTON County",2019,"Male","MATH7",43.6
"000009000000","CLINTON County",2018,"Male","MATH7",34.8
"000009000000","CLINTON County",2021,"Male","MATH7",32.6
"000009000000","CLINTON County",2019,"Male","MATH8",16.9
"000009000000","CLINTON County",2018,"Male","MATH8",20.2
"000009000000","CLINTON County",2021,"Male","MATH8",13.1
"000009000000","CLINTON County",2022,"Male","MATH8",18.8
"000009000000","CLINTON County",2021,"Male","MATH8",13.1
"000009000000","CLINTON County",2022,"Migrant","MATH3",NULL
"000009000000","CLINTON County",2021,"Migrant","MATH3",NULL
"000009000000","CLINTON County",2018,"Migrant","MATH3",NULL
"000009000000","CLINTON County",2019,"Migrant","MATH3",NULL
"000009000000","CLINTON County",2021,"Migrant","MATH3",NULL
"000009000000","CLINTON County",2021,"Migrant","MATH4",16.7
"000009000000","CLINTON County",2018,"Migrant","MATH4",NULL
"000009000000","CLINTON County",2019,"Migrant","MATH4",NULL
"000009000000","CLINTON County",2021,"Migrant","MATH4",16.7
"000009000000","CLINTON County",2022,"Migrant","MATH4",NULL
"000009000000","CLINTON County",2022,"Migrant","MATH5",NULL
"000009000000","CLINTON County",2021,"Migrant","MATH5",NULL
"000009000000","CLINTON County",2018,"Migrant","MATH5",16.7
"000009000000","CLINTON County",2021,"Migrant","MATH5",NULL
"000009000000","CLINTON County",2019,"Migrant","MATH5",NULL
"000009000000","CLINTON County",2021,"Migrant","MATH6",NULL
"000009000000","CLINTON County",2018,"Migrant","MATH6",0.0
"000009000000","CLINTON County",2019,"Migrant","MATH6",NULL
"000009000000","CLINTON County",2022,"Migrant","MATH6",NULL
"000009000000","CLINTON County",2021,"Migrant","MATH6",NULL
"000009000000","CLINTON County",2022,"Migrant","MATH7",NULL
"000009000000","CLINTON County",2021,"Migrant","MATH7",NULL
"000009000000","CLINTON County",2018,"Migrant","MATH7",NULL
"000009000000","CLINTON County",2021,"Migrant","MATH7",NULL
"000009000000","CLINTON County",2019,"Migrant","MATH7",0.0
"000009000000","CLINTON County",2018,"Migrant","MATH8",NULL
"000009000000","CLINTON County",2019,"Migrant","MATH8",NULL
"000009000000","CLINTON County",2021,"Migrant","MATH8",NULL
"000009000000","CLINTON County",2022,"Migrant","MATH8",NULL
"000009000000","CLINTON County",2021,"Migrant","MATH8",NULL
"000009000000","CLINTON County",2022,"Multiracial","MATH3",31.3
"000009000000","CLINTON County",2021,"Multiracial","MATH3",27.3
"000009000000","CLINTON County",2021,"Multiracial","MATH3",27.3
"000009000000","CLINTON County",2018,"Multiracial","MATH3",37.5
"000009000000","CLINTON County",2019,"Multiracial","MATH3",NULL
"000009000000","CLINTON County",2018,"Multiracial","MATH4",28.6
"000009000000","CLINTON County",2019,"Multiracial","MATH4",27.3
"000009000000","CLINTON County",2021,"Multiracial","MATH4",NULL
"000009000000","CLINTON County",2022,"Multiracial","MATH4",45.5
"000009000000","CLINTON County",2021,"Multiracial","MATH4",NULL
"000009000000","CLINTON County",2021,"Multiracial","MATH5",NULL
"000009000000","CLINTON County",2022,"Multiracial","MATH5",NULL
"000009000000","CLINTON County",2021,"Multiracial","MATH5",NULL
"000009000000","CLINTON County",2019,"Multiracial","MATH5",60.0
"000009000000","CLINTON County",2018,"Multiracial","MATH5",50.0
"000009000000","CLINTON County",2019,"Multiracial","MATH6",33.3
"000009000000","CLINTON County",2021,"Multiracial","MATH6",14.3
"000009000000","CLINTON County",2018,"Multiracial","MATH6",NULL
"000009000000","CLINTON County",2021,"Multiracial","MATH6",14.3
"000009000000","CLINTON County",2022,"Multiracial","MATH6",12.5
"000009000000","CLINTON County",2021,"Multiracial","MATH7",NULL
"000009000000","CLINTON County",2022,"Multiracial","MATH7",9.1
"000009000000","CLINTON County",2021,"Multiracial","MATH7",NULL
"000009000000","CLINTON County",2019,"Multiracial","MATH7",NULL
"000009000000","CLINTON County",2018,"Multiracial","MATH8",NULL
"000009000000","CLINTON County",2021,"Multiracial","MATH8",40.0
"000009000000","CLINTON County",2022,"Multiracial","MATH8",NULL
"000009000000","CLINTON County",2021,"Multiracial","MATH8",40.0
"000009000000","CLINTON County",2022,"Non-English Language Learner","MATH3",NULL
"000009000000","CLINTON County",2021,"Non-English Language Learner","MATH3",NULL
"000009000000","CLINTON County",2022,"Non-English Language Learner","MATH4",NULL
"000009000000","CLINTON County",2021,"Non-English Language Learner","MATH4",NULL
"000009000000","CLINTON County",2021,"Non-English Language Learner","MATH5",NULL
"000009000000","CLINTON County",2022,"Non-English Language Learner","MATH5",NULL
"000009000000","CLINTON County",2021,"Non-English Language Learner","MATH6",33.8
"000009000000","CLINTON County",2022,"Non-English Language Learner","MATH6",NULL
"000009000000","CLINTON County",2022,"Non-English Language Learner","MATH7",26.8
"000009000000","CLINTON County",2021,"Non-English Language Learner","MATH7",29.8
"000009000000","CLINTON County",2022,"Non-English Language Learner","MATH8",21.1
"000009000000","CLINTON County",2021,"Non-English Language Learner","MATH8",NULL
"000009000000","CLINTON County",2019,"Non-English Language Learners","MATH3",NULL
"000009000000","CLINTON County",2018,"Non-English Language Learners","MATH3",48.5
"000009000000","CLINTON County",2021,"Non-English Language Learners","MATH3",NULL
"000009000000","CLINTON County",2019,"Non-English Language Learners","MATH4",44.5
"000009000000","CLINTON County",2018,"Non-English Language Learners","MATH4",NULL
"000009000000","CLINTON County",2021,"Non-English Language Learners","MATH4",NULL
"000009000000","CLINTON County",2021,"Non-English Language Learners","MATH5",NULL
"000009000000","CLINTON County",2019,"Non-English Language Learners","MATH5",39.8
"000009000000","CLINTON County",2018,"Non-English Language Learners","MATH5",NULL
"000009000000","CLINTON County",2018,"Non-English Language Learners","MATH6",NULL
"000009000000","CLINTON County",2021,"Non-English Language Learners","MATH6",33.8
"000009000000","CLINTON County",2019,"Non-English Language Learners","MATH6",48.1
"000009000000","CLINTON County",2019,"Non-English Language Learners","MATH7",NULL
"000009000000","CLINTON County",2021,"Non-English Language Learners","MATH7",29.8
"000009000000","CLINTON County",2018,"Non-English Language Learners","MATH7",NULL
"000009000000","CLINTON County",2019,"Non-English Language Learners","MATH8",NULL
"000009000000","CLINTON County",2021,"Non-English Language Learners","MATH8",NULL
"000009000000","CLINTON County",2018,"Non-English Language Learners","MATH8",NULL
"000009000000","CLINTON County",2018,"Not Economically Disadvantaged","MATH3",59.9
"000009000000","CLINTON County",2021,"Not Economically Disadvantaged","MATH3",54.6
"000009000000","CLINTON County",2019,"Not Economically Disadvantaged","MATH3",56.5
"000009000000","CLINTON County",2021,"Not Economically Disadvantaged","MATH3",54.6
"000009000000","CLINTON County",2022,"Not Economically Disadvantaged","MATH3",46.9
"000009000000","CLINTON County",2022,"Not Economically Disadvantaged","MATH4",43.2
"000009000000","CLINTON County",2021,"Not Economically Disadvantaged","MATH4",40.4
"000009000000","CLINTON County",2019,"Not Economically Disadvantaged","MATH4",56.0
"000009000000","CLINTON County",2021,"Not Economically Disadvantaged","MATH4",40.4
"000009000000","CLINTON County",2018,"Not Economically Disadvantaged","MATH4",56.9
"000009000000","CLINTON County",2018,"Not Economically Disadvantaged","MATH5",49.8
"000009000000","CLINTON County",2019,"Not Economically Disadvantaged","MATH5",52.0
"000009000000","CLINTON County",2021,"Not Economically Disadvantaged","MATH5",40.1
"000009000000","CLINTON County",2022,"Not Economically Disadvantaged","MATH5",36.2
"000009000000","CLINTON County",2021,"Not Economically Disadvantaged","MATH5",40.1
"000009000000","CLINTON County",2022,"Not Economically Disadvantaged","MATH6",42.2
"000009000000","CLINTON County",2021,"Not Economically Disadvantaged","MATH6",43.4
"000009000000","CLINTON County",2021,"Not Economically Disadvantaged","MATH6",43.4
"000009000000","CLINTON County",2018,"Not Economically Disadvantaged","MATH6",57.8
"000009000000","CLINTON County",2019,"Not Economically Disadvantaged","MATH6",57.5
"000009000000","CLINTON County",2021,"Not Economically Disadvantaged","MATH7",41.0
"000009000000","CLINTON County",2019,"Not Economically Disadvantaged","MATH7",52.0
"000009000000","CLINTON County",2018,"Not Economically Disadvantaged","MATH7",45.5
"000009000000","CLINTON County",2021,"Not Economically Disadvantaged","MATH7",41.0
"000009000000","CLINTON County",2022,"Not Economically Disadvantaged","MATH7",33.6
"000009000000","CLINTON County",2022,"Not Economically Disadvantaged","MATH8",30.8
"000009000000","CLINTON County",2021,"Not Economically Disadvantaged","MATH8",15.3
"000009000000","CLINTON County",2019,"Not Economically Disadvantaged","MATH8",28.8
"000009000000","CLINTON County",2021,"Not Economically Disadvantaged","MATH8",15.3
"000009000000","CLINTON County",2018,"Not Economically Disadvantaged","MATH8",25.7
"000009000000","CLINTON County",2018,"Not Homeless","MATH3",48.8
"000009000000","CLINTON County",2021,"Not Homeless","MATH3",41.8
"000009000000","CLINTON County",2019,"Not Homeless","MATH3",43.2
"000009000000","CLINTON County",2021,"Not Homeless","MATH3",41.8
"000009000000","CLINTON County",2022,"Not Homeless","MATH3",37.5
"000009000000","CLINTON County",2022,"Not Homeless","MATH4",35.7
"000009000000","CLINTON County",2021,"Not Homeless","MATH4",33.3
"000009000000","CLINTON County",2021,"Not Homeless","MATH4",33.3
"000009000000","CLINTON County",2019,"Not Homeless","MATH4",45.4
"000009000000","CLINTON County",2018,"Not Homeless","MATH4",44.8
"000009000000","CLINTON County",2019,"Not Homeless","MATH5",40.2
"000009000000","CLINTON County",2018,"Not Homeless","MATH5",37.8
"000009000000","CLINTON County",2021,"Not Homeless","MATH5",NULL
"000009000000","CLINTON County",2021,"Not Homeless","MATH5",NULL
"000009000000","CLINTON County",2022,"Not Homeless","MATH5",30.0
"000009000000","CLINTON County",2021,"Not Homeless","MATH6",34.1
"000009000000","CLINTON County",2022,"Not Homeless","MATH6",33.0
"000009000000","CLINTON County",2018,"Not Homeless","MATH6",47.5
"000009000000","CLINTON County",2021,"Not Homeless","MATH6",34.1
"000009000000","CLINTON County",2019,"Not Homeless","MATH6",48.4
"000009000000","CLINTON County",2019,"Not Homeless","MATH7",45.0
"000009000000","CLINTON County",2018,"Not Homeless","MATH7",34.4
"000009000000","CLINTON County",2021,"Not Homeless","MATH7",NULL
"000009000000","CLINTON County",2022,"Not Homeless","MATH7",NULL
"000009000000","CLINTON County",2021,"Not Homeless","MATH7",NULL
"000009000000","CLINTON County",2021,"Not Homeless","MATH8",11.2
"000009000000","CLINTON County",2022,"Not Homeless","MATH8",21.4
"000009000000","CLINTON County",2021,"Not Homeless","MATH8",11.2
"000009000000","CLINTON County",2018,"Not Homeless","MATH8",NULL
"000009000000","CLINTON County",2019,"Not Homeless","MATH8",21.1
"000009000000","CLINTON County",2019,"Not Migrant","MATH3",NULL
"000009000000","CLINTON County",2021,"Not Migrant","MATH3",NULL
"000009000000","CLINTON County",2018,"Not Migrant","MATH3",NULL
"000009000000","CLINTON County",2021,"Not Migrant","MATH3",NULL
"000009000000","CLINTON County",2022,"Not Migrant","MATH3",37.5
"000009000000","CLINTON County",2022,"Not Migrant","MATH4",NULL
"000009000000","CLINTON County",2021,"Not Migrant","MATH4",33.1
"000009000000","CLINTON County",2019,"Not Migrant","MATH4",NULL
"000009000000","CLINTON County",2018,"Not Migrant","MATH4",NULL
"000009000000","CLINTON County",2021,"Not Migrant","MATH4",33.1
"000009000000","CLINTON County",2019,"Not Migrant","MATH5",NULL
"000009000000","CLINTON County",2021,"Not Migrant","MATH5",NULL
"000009000000","CLINTON County",2018,"Not Migrant","MATH5",37.9
"000009000000","CLINTON County",2022,"Not Migrant","MATH5",NULL
"000009000000","CLINTON County",2021,"Not Migrant","MATH5",NULL
"000009000000","CLINTON County",2022,"Not Migrant","MATH6",NULL
"000009000000","CLINTON County",2021,"Not Migrant","MATH6",NULL
"000009000000","CLINTON County",2018,"Not Migrant","MATH6",47.2
"000009000000","CLINTON County",2019,"Not Migrant","MATH6",NULL
"000009000000","CLINTON County",2021,"Not Migrant","MATH6",NULL
"000009000000","CLINTON County",2018,"Not Migrant","MATH7",NULL
"000009000000","CLINTON County",2019,"Not Migrant","MATH7",44.7
"000009000000","CLINTON County",2021,"Not Migrant","MATH7",NULL
"000009000000","CLINTON County",2021,"Not Migrant","MATH7",NULL
"000009000000","CLINTON County",2022,"Not Migrant","MATH7",26.8
"000009000000","CLINTON County",2021,"Not Migrant","MATH8",11.0
"000009000000","CLINTON County",2022,"Not Migrant","MATH8",NULL
"000009000000","CLINTON County",2019,"Not Migrant","MATH8",NULL
"000009000000","CLINTON County",2021,"Not Migrant","MATH8",11.0
"000009000000","CLINTON County",2018,"Not Migrant","MATH8",NULL
"000009000000","CLINTON County",2019,"Not in Foster Care","MATH3",42.8
"000009000000","CLINTON County",2021,"Not in Foster Care","MATH3",41.1
"000009000000","CLINTON County",2018,"Not in Foster Care","MATH3",NULL
"000009000000","CLINTON County",2022,"Not in Foster Care","MATH3",NULL
"000009000000","CLINTON County",2021,"Not in Foster Care","MATH3",41.1
"000009000000","CLINTON County",2022,"Not in Foster Care","MATH4",35.2
"000009000000","CLINTON County",2021,"Not in Foster Care","MATH4",NULL
"000009000000","CLINTON County",2019,"Not in Foster Care","MATH4",NULL
"000009000000","CLINTON County",2021,"Not in Foster Care","MATH4",NULL
"000009000000","CLINTON County",2018,"Not in Foster Care","MATH4",NULL
"000009000000","CLINTON County",2021,"Not in Foster Care","MATH5",NULL
"000009000000","CLINTON County",2019,"Not in Foster Care","MATH5",NULL
"000009000000","CLINTON County",2018,"Not in Foster Care","MATH5",NULL
"000009000000","CLINTON County",2022,"Not in Foster Care","MATH5",NULL
"000009000000","CLINTON County",2021,"Not in Foster Care","MATH5",NULL
"000009000000","CLINTON County",2022,"Not in Foster Care","MATH6",NULL
"000009000000","CLINTON County",2021,"Not in Foster Care","MATH6",NULL
"000009000000","CLINTON County",2018,"Not in Foster Care","MATH6",NULL
"000009000000","CLINTON County",2019,"Not in Foster Care","MATH6",NULL
"000009000000","CLINTON County",2021,"Not in Foster Care","MATH6",NULL
"000009000000","CLINTON County",2018,"Not in Foster Care","MATH7",NULL
"000009000000","CLINTON County",2021,"Not in Foster Care","MATH7",NULL
"000009000000","CLINTON County",2019,"Not in Foster Care","MATH7",44.1
"000009000000","CLINTON County",2021,"Not in Foster Care","MATH7",NULL
"000009000000","CLINTON County",2022,"Not in Foster Care","MATH7",NULL
"000009000000","CLINTON County",2022,"Not in Foster Care","MATH8",NULL
"000009000000","CLINTON County",2021,"Not in Foster Care","MATH8",11.0
"000009000000","CLINTON County",2021,"Not in Foster Care","MATH8",11.0
"000009000000","CLINTON County",2018,"Not in Foster Care","MATH8",NULL
"000009000000","CLINTON County",2019,"Not in Foster Care","MATH8",NULL
"000009000000","CLINTON County",2021,"Parent Not in Armed Forces","MATH3",NULL
"000009000000","CLINTON County",2019,"Parent Not in Armed Forces","MATH3",42.5
"000009000000","CLINTON County",2018,"Parent Not in Armed Forces","MATH3",48.5
"000009000000","CLINTON County",2021,"Parent Not in Armed Forces","MATH3",NULL
"000009000000","CLINTON County",2022,"Parent Not in Armed Forces","MATH3",37.2
"000009000000","CLINTON County",2022,"Parent Not in Armed Forces","MATH4",NULL
"000009000000","CLINTON County",2021,"Parent Not in Armed Forces","MATH4",NULL
"000009000000","CLINTON County",2018,"Parent Not in Armed Forces","MATH4",NULL
"000009000000","CLINTON County",2019,"Parent Not in Armed Forces","MATH4",44.5
"000009000000","CLINTON County",2021,"Parent Not in Armed Forces","MATH4",NULL
"000009000000","CLINTON County",2019,"Parent Not in Armed Forces","MATH5",NULL
"000009000000","CLINTON County",2021,"Parent Not in Armed Forces","MATH5",31.0
"000009000000","CLINTON County",2018,"Parent Not in Armed Forces","MATH5",37.6
"000009000000","CLINTON County",2022,"Parent Not in Armed Forces","MATH5",NULL
"000009000000","CLINTON County",2021,"Parent Not in Armed Forces","MATH5",31.0
"000009000000","CLINTON County",2022,"Parent Not in Armed Forces","MATH6",32.9
"000009000000","CLINTON County",2021,"Parent Not in Armed Forces","MATH6",33.8
"000009000000","CLINTON County",2018,"Parent Not in Armed Forces","MATH6",46.7
"000009000000","CLINTON County",2021,"Parent Not in Armed Forces","MATH6",33.8
"000009000000","CLINTON County",2019,"Parent Not in Armed Forces","MATH6",48.1
"000009000000","CLINTON County",2021,"Parent Not in Armed Forces","MATH7",NULL
"000009000000","CLINTON County",2018,"Parent Not in Armed Forces","MATH7",34.1
"000009000000","CLINTON County",2019,"Parent Not in Armed Forces","MATH7",44.1
"000009000000","CLINTON County",2022,"Parent Not in Armed Forces","MATH7",26.8
"000009000000","CLINTON County",2021,"Parent Not in Armed Forces","MATH7",NULL
"000009000000","CLINTON County",2022,"Parent Not in Armed Forces","MATH8",NULL
"000009000000","CLINTON County",2021,"Parent Not in Armed Forces","MATH8",11.0
"000009000000","CLINTON County",2019,"Parent Not in Armed Forces","MATH8",20.9
"000009000000","CLINTON County",2018,"Parent Not in Armed Forces","MATH8",21.7
"000009000000","CLINTON County",2021,"Parent Not in Armed Forces","MATH8",11.0
"000009000000","CLINTON County",2021,"Parent in Armed Forces","MATH3",NULL
"000009000000","CLINTON County",2021,"Parent in Armed Forces","MATH3",NULL
"000009000000","CLINTON County",2022,"Parent in Armed Forces","MATH3",NULL
"000009000000","CLINTON County",2021,"Parent in Armed Forces","MATH4",NULL
"000009000000","CLINTON County",2022,"Parent in Armed Forces","MATH4",NULL
"000009000000","CLINTON County",2018,"Parent in Armed Forces","MATH4",NULL
"000009000000","CLINTON County",2021,"Parent in Armed Forces","MATH4",NULL
"000009000000","CLINTON County",2021,"Parent in Armed Forces","MATH5",NULL
"000009000000","CLINTON County",2019,"Parent in Armed Forces","MATH5",NULL
"000009000000","CLINTON County",2022,"Parent in Armed Forces","MATH5",NULL
"000009000000","CLINTON County",2021,"Parent in Armed Forces","MATH5",NULL
"000009000000","CLINTON County",2022,"Parent in Armed Forces","MATH6",NULL
"000009000000","CLINTON County",2021,"Parent in Armed Forces","MATH7",NULL
"000009000000","CLINTON County",2021,"Parent in Armed Forces","MATH7",NULL
"000009000000","CLINTON County",2021,"Parent in Armed Forces","MATH8",NULL
"000009000000","CLINTON County",2022,"Parent in Armed Forces","MATH8",NULL
"000009000000","CLINTON County",2021,"Parent in Armed Forces","MATH8",NULL
"000009000000","CLINTON County",2022,"Small Group Total","MATH3",18.8
"000009000000","CLINTON County",2021,"Small Group Total","MATH3",25.0
"000009000000","CLINTON County",2021,"Small Group Total","MATH3",25.0
"000009000000","CLINTON County",2019,"Small Group Total","MATH3",50.0
"000009000000","CLINTON County",2018,"Small Group Total","MATH3",50.0
"000009000000","CLINTON County",2019,"Small Group Total","MATH4",55.6
"000009000000","CLINTON County",2021,"Small Group Total","MATH4",33.3
"000009000000","CLINTON County",2018,"Small Group Total","MATH4",50.0
"000009000000","CLINTON County",2021,"Small Group Total","MATH4",33.3
"000009000000","CLINTON County",2022,"Small Group Total","MATH4",15.4
"000009000000","CLINTON County",2022,"Small Group Total","MATH5",30.0
"000009000000","CLINTON County",2019,"Small Group Total","MATH5",57.1
"000009000000","CLINTON County",2018,"Small Group Total","MATH5",50.0
"000009000000","CLINTON County",2018,"Small Group Total","MATH6",37.5
"000009000000","CLINTON County",2019,"Small Group Total","MATH6",57.1
"000009000000","CLINTON County",2021,"Small Group Total","MATH6",50.0
"000009000000","CLINTON County",2021,"Small Group Total","MATH6",50.0
"000009000000","CLINTON County",2021,"Small Group Total","MATH7",20.0
"000009000000","CLINTON County",2022,"Small Group Total","MATH7",NULL
"000009000000","CLINTON County",2019,"Small Group Total","MATH7",37.5
"000009000000","CLINTON County",2018,"Small Group Total","MATH7",12.5
"000009000000","CLINTON County",2021,"Small Group Total","MATH7",20.0
"000009000000","CLINTON County",2019,"Small Group Total","MATH8",0.0
"000009000000","CLINTON County",2021,"Small Group Total","MATH8",11.1
"000009000000","CLINTON County",2018,"Small Group Total","MATH8",25.0
"000009000000","CLINTON County",2022,"Small Group Total","MATH8",20.0
"000009000000","CLINTON County",2021,"Small Group Total","MATH8",11.1
"000009000000","CLINTON County",2021,"Students with Disabilities","MATH3",5.2
"000009000000","CLINTON County",2022,"Students with Disabilities","MATH3",11.2
"000009000000","CLINTON County",2021,"Students with Disabilities","MATH3",5.2
"000009000000","CLINTON County",2018,"Students with Disabilities","MATH3",13.6
"000009000000","CLINTON County",2019,"Students with Disabilities","MATH3",12.3
"000009000000","CLINTON County",2019,"Students with Disabilities","MATH4",12.7
"000009000000","CLINTON County",2021,"Students with Disabilities","MATH4",6.5
"000009000000","CLINTON County",2018,"Students with Disabilities","MATH4",7.4
"000009000000","CLINTON County",2021,"Students with Disabilities","MATH4",6.5
"000009000000","CLINTON County",2022,"Students with Disabilities","MATH4",5.3
"000009000000","CLINTON County",2022,"Students with Disabilities","MATH5",4.3
"000009000000","CLINTON County",2021,"Students with Disabilities","MATH5",12.1
"000009000000","CLINTON County",2018,"Students with Disabilities","MATH5",4.9
"000009000000","CLINTON County",2019,"Students with Disabilities","MATH5",4.1
"000009000000","CLINTON County",2021,"Students with Disabilities","MATH5",12.1
"000009000000","CLINTON County",2019,"Students with Disabilities","MATH6",10.4
"000009000000","CLINTON County",2021,"Students with Disabilities","MATH6",6.6
"000009000000","CLINTON County",2018,"Students with Disabilities","MATH6",10.2
"000009000000","CLINTON County",2021,"Students with Disabilities","MATH6",6.6
"000009000000","CLINTON County",2022,"Students with Disabilities","MATH6",6.6
"000009000000","CLINTON County",2021,"Students with Disabilities","MATH7",3.3
"000009000000","CLINTON County",2022,"Students with Disabilities","MATH7",6.0
"000009000000","CLINTON County",2018,"Students with Disabilities","MATH7",3.8
"000009000000","CLINTON County",2021,"Students with Disabilities","MATH7",3.3
"000009000000","CLINTON County",2019,"Students with Disabilities","MATH7",6.6
"000009000000","CLINTON County",2019,"Students with Disabilities","MATH8",2.3
"000009000000","CLINTON County",2018,"Students with Disabilities","MATH8",0.0
"000009000000","CLINTON County",2021,"Students with Disabilities","MATH8",1.1
"000009000000","CLINTON County",2021,"Students with Disabilities","MATH8",1.1
"000009000000","CLINTON County",2022,"Students with Disabilities","MATH8",0.9
"000009000000","CLINTON County",2022,"White","MATH3",38.0
"000009000000","CLINTON County",2021,"White","MATH3",42.1
"000009000000","CLINTON County",2021,"White","MATH3",42.1
"000009000000","CLINTON County",2018,"White","MATH3",49.3
"000009000000","CLINTON County",2019,"White","MATH3",43.5
"000009000000","CLINTON County",2018,"White","MATH4",45.1
"000009000000","CLINTON County",2019,"White","MATH4",45.2
"000009000000","CLINTON County",2021,"White","MATH4",33.3
"000009000000","CLINTON County",2021,"White","MATH4",33.3
"000009000000","CLINTON County",2022,"White","MATH4",35.8
"000009000000","CLINTON County",2022,"White","MATH5",30.1
"000009000000","CLINTON County",2021,"White","MATH5",32.1
"000009000000","CLINTON County",2021,"White","MATH5",32.1
"000009000000","CLINTON County",2018,"White","MATH5",37.4
"000009000000","CLINTON County",2019,"White","MATH5",39.6
"000009000000","CLINTON County",2021,"White","MATH6",35.0
"000009000000","CLINTON County",2018,"White","MATH6",46.5
"000009000000","CLINTON County",2019,"White","MATH6",47.9
"000009000000","CLINTON County",2021,"White","MATH6",35.0
"000009000000","CLINTON County",2022,"White","MATH6",33.6
"000009000000","CLINTON County",2021,"White","MATH7",30.9
"000009000000","CLINTON County",2022,"White","MATH7",27.3
"000009000000","CLINTON County",2019,"White","MATH7",43.9
"000009000000","CLINTON County",2021,"White","MATH7",30.9
"000009000000","CLINTON County",2018,"White","MATH7",35.1
"000009000000","CLINTON County",2018,"White","MATH8",20.4
"000009000000","CLINTON County",2021,"White","MATH8",10.8
"000009000000","CLINTON County",2019,"White","MATH8",21.3
"000009000000","CLINTON County",2022,"White","MATH8",21.6
"000009000000","CLINTON County",2021,"White","MATH8",10.8
"000010000000","COLUMBIA County",2022,"All Students","Combined6Math",29.2
"000010000000","COLUMBIA County",2022,"All Students","MATH3",34.0
"000010000000","COLUMBIA County",2021,"All Students","MATH3",49.5
"000010000000","COLUMBIA County",2018,"All Students","MATH3",39.9
"000010000000","COLUMBIA County",2019,"All Students","MATH3",46.6
"000010000000","COLUMBIA County",2021,"All Students","MATH3",49.5
"000010000000","COLUMBIA County",2021,"All Students","MATH4",44.1
"000010000000","COLUMBIA County",2018,"All Students","MATH4",40.6
"000010000000","COLUMBIA County",2019,"All Students","MATH4",46.2
"000010000000","COLUMBIA County",2022,"All Students","MATH4",33.4
"000010000000","COLUMBIA County",2021,"All Students","MATH4",44.1
"000010000000","COLUMBIA County",2021,"All Students","MATH5",34.1
"000010000000","COLUMBIA County",2022,"All Students","MATH5",21.9
"000010000000","COLUMBIA County",2019,"All Students","MATH5",37.1
"000010000000","COLUMBIA County",2021,"All Students","MATH5",34.1
"000010000000","COLUMBIA County",2018,"All Students","MATH5",38.4
"000010000000","COLUMBIA County",2021,"All Students","MATH6",31.5
"000010000000","COLUMBIA County",2019,"All Students","MATH6",40.9
"000010000000","COLUMBIA County",2018,"All Students","MATH6",34.0
"000010000000","COLUMBIA County",2021,"All Students","MATH6",31.5
"000010000000","COLUMBIA County",2022,"All Students","MATH6",29.2
"000010000000","COLUMBIA County",2021,"All Students","MATH7",36.1
"000010000000","COLUMBIA County",2022,"All Students","MATH7",31.7
"000010000000","COLUMBIA County",2021,"All Students","MATH7",36.1
"000010000000","COLUMBIA County",2019,"All Students","MATH7",32.7
"000010000000","COLUMBIA County",2018,"All Students","MATH7",35.2
"000010000000","COLUMBIA County",2019,"All Students","MATH8",11.6
"000010000000","COLUMBIA County",2018,"All Students","MATH8",8.7
"000010000000","COLUMBIA County",2021,"All Students","MATH8",7.0
"000010000000","COLUMBIA County",2021,"All Students","MATH8",7.0
"000010000000","COLUMBIA County",2022,"All Students","MATH8",19.4
"000010000000","COLUMBIA County",2021,"American Indian or Alaska Native","MATH3",NULL
"000010000000","COLUMBIA County",2019,"American Indian or Alaska Native","MATH3",NULL
"000010000000","COLUMBIA County",2021,"American Indian or Alaska Native","MATH3",NULL
"000010000000","COLUMBIA County",2018,"American Indian or Alaska Native","MATH4",NULL
"000010000000","COLUMBIA County",2021,"American Indian or Alaska Native","MATH4",NULL
